"N1_1",1
"N1_2",2
"N1_3",2
"N1_4",3
"N1_5",2
"N1_6",2
"N1_7",2
"N1_8",4
"N1_9",4
"N1_10",2
"N1_11",2
"N1_12",2
"N1_13",2
"N1_14",2
"N1_15",2
"N1_16",4
"N1_17",5
"N1_18",4
"N1_19",5
"N1_20",2
"N1_21",2
"N1_22",2
"N1_23",2
"N1_24",2
"N1_25",2
"N1_26",2
"N1_27",2
"N1_28",2
"N1_29",2
"N1_30",2
"N1_31",1
"N1_32",1
"N1_33",1
"N1_34",2
"N1_35",2
"N1_36",2
"N1_37",5
"N1_38",2
"N1_39",2
"N1_40",2
"N1_41",2
"N1_42",2
"N1_43",2
"N1_44",2
"N1_45",2
"N1_46",2
"N1_47",2
"N1_48",2
"N1_49",2
"N1_50",2
"N1_51",2
"N1_52",2
"N1_53",1
"N1_54",1
"N1_55",2
"N1_56",2
"N1_57",2
"N1_58",2
"N1_59",2
"N1_60",2
"N1_62",4
"N1_63",2
"N1_64",2
"N1_65",1
"N1_66",1
"N1_67",5
"N1_68",4
"N1_69",4
"N1_70",4
"N1_71",4
"N1_72",4
"N1_73",4
"N1_75",4
"N1_77",6
"N1_78",4
"N1_79",2
"N1_80",1
"N1_81",2
"N1_82",2
"N1_83",1
"N1_84",2
"N1_86",5
"N1_87",5
"N1_88",4
"N1_89",5
"N1_90",2
"N1_91",2
"N1_92",2
"N1_93",2
"N1_94",2
"N1_96",1
"N1_97",2
"N1_98",2
"N1_99",2
"N1_100",2
"N2_2",3
"N2_4",5
"N2_5",5
"N2_8",4
"N2_9",4
"N2_11",3
"N2_12",5
"N2_14",3
"N2_16",3
"N2_19",6
"N2_20",4
"N2_21",5
"N2_22",3
"N2_23",5
"N2_24",3
"N2_25",3
"N2_26",5
"N2_27",4
"N2_30",4
"N2_32",5
"N2_33",4
"N2_34",3
"N2_35",3
"N2_36",5
"N2_37",4
"N2_38",4
"N2_40",5
"N2_41",7
"N2_42",3
"N2_43",5
"N2_44",3
"N2_45",3
"N2_46",3
"N2_48",5
"N2_49",4
"N2_50",4
"N2_52",3
"N2_53",4
"N2_58",3
"N2_59",5
"N2_60",5
