"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133"
"1",1,1,1,1,0.986456692913386,0.998726520216492,0.997128270580728,0.987187700192184,0.986708860759494,0.999689440993789,0.995608531994981,0.986641221374046,0,0,0,0,0,0,0,0,0,0,0,0,0.231285988483685,0.230916030534351,0.217887725975262,0.223671651288578,0.226095299008634,0.223618090452261,0.223946784922395,0.223622047244094,0.229721166032953,0.22574568288854,0.226457399103139,0,0,0,0,0,0,0,0,0,0,0,0,0.37120253164557,0.370926517571885,0.372573973910277,0.366232941923199,0.37192429022082,0.371034924703621,0.289099526066351,0.213291139240506,0.21551454488583,0.37130130448616,0.370066308809599,0.362052581564777,0,0,0,0,0,0,0,0,0,0,0,0,0.275796178343949,0.274409700063816,0.287138263665595,0.277534418022528,0.280986372485399,0.284180612567098,0.281240012783637,0.286706662456583,0.281535073922617,0.281928480204342,0.282457251424952,0,0,0,0,0,0,0,0,0,0.226777706598334,0.22819216182048,0.235125676105632,0.235798159314503,0.22634391700723,0.220519236784485,0.222970805261469,0.22626582278481,0.224126984126984,0.214985773000316,0,0,0,0,0,0,0,0,0,0,0,0.409746713690285,0.401095360824742,0.405318808074335,0.401457541191381,0.391619407687461,0.392156862745098,0.399159663865546,0.401717557251908,0.390566037735849,0.397307451471509,0.403385499840307,0,0,0,0,0,0,0,0,0,0
"2",1,1,1,1,0.986093943139679,0.998744507219083,0.99714648065948,0.987433239082626,0.986591830371063,0.999690114657577,0.995648119365869,0.986215538847118,0,0,0,0,0,0,0,0,0,0,0,0,0.232052896725441,0.230624411672419,0.222637979420019,0.226729559748428,0.23217665615142,0.225554514214308,0.228945726762321,0.226286422814631,0.233228840125392,0.227470478558111,0.230041022404544,0,0,0,0,0,0,0,0,0,0,0,0,0.366259015365318,0.373588456712673,0.372230889235569,0.366541353383459,0.369416873449131,0.37272155876807,0.28580285182889,0.209860935524652,0.211544461778471,0.37468982630273,0.36660447761194,0.363321799307958,0,0,0,0,0,0,0,0,0,0,0,0,0.278915852505515,0.276757441418619,0.2859394703657,0.277297964219617,0.287179487179487,0.282809611829945,0.283694627709708,0.285847011458656,0.283153013910355,0.28319142226427,0.280586766541823,0,0,0,0,0,0,0,0,0,0.226594731831165,0.227784730913642,0.231010671688638,0.236119775421085,0.229309271935283,0.224229212083463,0.224007561436673,0.2195045468799,0.224030037546934,0.217022613065327,0,0,0,0,0,0,0,0,0,0,0,0.406358199559333,0.406662476429918,0.406555310431768,0.396860282574568,0.393325015595758,0.389044506691566,0.40076457470532,0.404141826168811,0.391752577319588,0.400553335382724,0.405158854985845,0,0,0,0,0,0,0,0,0,0
"3",1,1,1,1,0.986870897155361,0.99873257287706,0.997142857142857,0.987361769352291,0.987385682749921,0.999687890137328,0.995658914728682,0.985973860376156,0,0,0,0,0,0,0,0,0,0,0,0,0.231893265565438,0.231665092854895,0.214598997493734,0.222711544510852,0.226319135410045,0.222397975324264,0.222397476340694,0.220734744707347,0.225117739403454,0.222536095417451,0.229477020602219,0,0,0,0,0,0,0,0,0,0,0,0,0.365530303030303,0.371482769522605,0.374057788944724,0.369245223927341,0.370127845338322,0.372692552514322,0.28331780055918,0.211832061068702,0.210329807093964,0.368603916614024,0.36272040302267,0.360177552314521,0,0,0,0,0,0,0,0,0,0,0,0,0.282725832012678,0.281797896079056,0.289348171701113,0.283716594157862,0.288492189990437,0.291392801251956,0.287069238065128,0.290563687324821,0.285624410191884,0.293278376664553,0.288125,0,0,0,0,0,0,0,0,0,0.221264367816092,0.226716839134525,0.234977862112587,0.236990595611285,0.228097622027534,0.222848200312989,0.222044728434505,0.226943657538558,0.224560301507538,0.216472073209214,0,0,0,0,0,0,0,0,0,0,0,0.400819930621255,0.404053198226726,0.399810366624526,0.397208121827411,0.391736564150357,0.390551181102362,0.398648648648649,0.400378907483423,0.38696601184908,0.398629710370601,0.407043147208122,0,0,0,0,0,0,0,0,0,0
"4",1,1,1,1,0.987951807228916,0.999036918138042,0.997119078104994,0.988253968253968,0.987555839183152,0.999685237645578,0.995902930980145,0.987551867219917,0,0,0,0,0,0,0,0,0,0,0,0,0.238687061822817,0.237423902595322,0.228408731414109,0.236048749198204,0.238505747126437,0.230130864985637,0.233502538071066,0.232294617563739,0.236825396825397,0.233753943217666,0.234104046242775,0,0,0,0,0,0,0,0,0,0,0,0,0.371528886051708,0.375399361022364,0.377496038034865,0.37344398340249,0.3755127800568,0.375641025641026,0.296214511041009,0.219605346912794,0.22003804692454,0.372431236168195,0.369455006337136,0.362974683544304,0,0,0,0,0,0,0,0,0,0,0,0,0.281110402042119,0.275806451612903,0.287873914441943,0.282091421415153,0.289822294022617,0.285263490059956,0.283151825752723,0.286833855799373,0.287072243346008,0.286173633440514,0.286030341340076,0,0,0,0,0,0,0,0,0,0.230299131553554,0.233207784055242,0.241182078169685,0.237432816945937,0.234981226533166,0.227201504230649,0.228626320845341,0.230376515634971,0.226510597912053,0.220025510204082,0,0,0,0,0,0,0,0,0,0,0,0.417564996829423,0.415434083601286,0.4192,0.41091492776886,0.400062853551226,0.40126582278481,0.412662337662338,0.415379766782225,0.402324120603015,0.409702660406886,0.416266410502722,0,0,0,0,0,0,0,0,0,0
"5",0.986456692913386,0.986093943139679,0.986870897155361,0.987951807228916,1,0.988054071046841,0.987701040681173,1,1,0.986423943227399,0.988169364881694,0.997498436522827,0,0,0,0,0,0,0,0,0,0,0,0,0.233721296005033,0.230793352148009,0.221945137157107,0.228904282115869,0.231924882629108,0.223754308994046,0.226302573760201,0.22929542645241,0.233082706766917,0.227938883691924,0.229378172588832,0,0,0,0,0,0,0,0,0,0,0,0,0.366405023547881,0.374215809284818,0.372929040325102,0.367614879649891,0.370912488321395,0.370957514267597,0.291744258224705,0.216343143393863,0.220354808590103,0.369551681195517,0.363750391972405,0.361548143486469,0,0,0,0,0,0,0,0,0,0,0,0,0.282156368221942,0.279987273305759,0.288582183186951,0.279228855721393,0.288952745849298,0.286468032278088,0.283143939393939,0.289123024480942,0.285581106277191,0.286392405063291,0.2858934169279,0,0,0,0,0,0,0,0,0,0.227908455181182,0.229838709677419,0.237795275590551,0.239573534023205,0.229289481849209,0.225585023400936,0.227373068432671,0.22752808988764,0.228642435538987,0.218603194487942,0,0,0,0,0,0,0,0,0,0,0,0.415726817042607,0.413488811849984,0.41005374644325,0.40358040201005,0.397946484131923,0.39875,0.405991077119184,0.411212026307548,0.40211970074813,0.406105457909343,0.416164817749604,0,0,0,0,0,0,0,0,0,0
"6",0.998726520216492,0.998744507219083,0.99873257287706,0.999036918138042,0.988054071046841,1,0.999358768836165,0.988212806626314,0.988885360431883,0.9996875,0.997141041931385,0.990108487555839,0,0,0,0,0,0,0,0,0,0,0,0,0.228718278188243,0.229046705054383,0.217322834645669,0.22555910543131,0.228470437017995,0.221518987341772,0.224038461538462,0.223866498740554,0.228881096589098,0.22543720190779,0.228764478764479,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0.37536,0.376350921805467,0.372505543237251,0.371879936808847,0.377164849262348,0.283501896333755,0.213426219126029,0.211502199874293,0.375753728974929,0.372026641294006,0.369043811960345,0,0,0,0,0,0,0,0,0,0,0,0,0.279195915762604,0.279961340206186,0.289253539253539,0.284008796732642,0.2900390625,0.291627469426152,0.283572567783094,0.290453834115806,0.28821099459803,0.289314194577352,0.287213740458015,0,0,0,0,0,0,0,0,0,0.224443727829732,0.224754669199114,0.230842607313196,0.233585858585859,0.224850204982655,0.21767851525637,0.219323671497585,0.224307986000636,0.220012626262626,0.213371721049264,0,0,0,0,0,0,0,0,0,0,0,0.403313157056387,0.405310300703775,0.401992287917738,0.395621827411168,0.387974683544304,0.389064475347661,0.398769031422093,0.401205201395496,0.388239013594689,0.396771189071717,0.404458598726115,0,0,0,0,0,0,0,0,0,0
"7",0.997128270580728,0.99714648065948,0.997142857142857,0.997119078104994,0.987701040681173,0.999358768836165,1,0.988785645626402,0.988842843481033,0.998107852412488,0.998422215209845,0.990752551020408,0,0,0,0,0,0,0,0,0,0,0,0,0.228379244074311,0.228927203065134,0.213672496025437,0.224483306836248,0.22572429162687,0.220952380952381,0.223979753242645,0.223663397658969,0.225950782997763,0.22634391700723,0.22272288381075,0,0,0,0,0,0,0,0,0,0,0,0,0.365019011406844,0.372967803634045,0.371473851030111,0.367735789139409,0.369108280254777,0.369028534786791,0.286390906220398,0.206818912833709,0.212283464566929,0.371373924131336,0.36715282181357,0.362420382165605,0,0,0,0,0,0,0,0,0,0,0,0,0.274095421069484,0.273572803078897,0.283140283140283,0.273212045169385,0.2806903288831,0.28282189180639,0.27904,0.280453257790368,0.280264817150063,0.280786589297228,0.279809220985692,0,0,0,0,0,0,0,0,0,0.230199613650998,0.230915426037377,0.235538510706296,0.239213197969543,0.232204998418222,0.226397221345122,0.226023017902813,0.22795288124801,0.229212772684161,0.220414673046252,0,0,0,0,0,0,0,0,0,0,0,0.408567774936061,0.406947100063735,0.407264545162327,0.404487179487179,0.393824826717076,0.394720101781171,0.401878238341969,0.40515595162317,0.392733017377567,0.402241594022416,0.407776349614396,0,0,0,0,0,0,0,0,0,0
"8",0.987187700192184,0.987433239082626,0.987361769352291,0.988253968253968,1,0.988212806626314,0.988785645626402,1,1,0.98784289276808,0.989959209287731,0.997780596068484,0,0,0,0,0,0,0,0,0,0,0,0,0.232307204062202,0.227647431832594,0.213881909547739,0.227848101265823,0.22615629984051,0.223239658983265,0.225499524262607,0.221393034825871,0.230720406220248,0.222291993720565,0.227099236641221,0,0,0,0,0,0,0,0,0,0,0,0,0.365584620233218,0.374045801526718,0.371049304677623,0.365976145637163,0.370451693851945,0.371511068334937,0.28562421185372,0.212330921673482,0.21296586282493,0.370545569221066,0.364323983611724,0.360821484992101,0,0,0,0,0,0,0,0,0,0,0,0,0.278061224489796,0.277316293929712,0.285303514376997,0.276172724448587,0.288666451404585,0.281082782499213,0.283487114222081,0.285445420326223,0.281921618204804,0.285127881275655,0.283291457286432,0,0,0,0,0,0,0,0,0,0.226866624122527,0.230672926447574,0.234722657474146,0.236535433070866,0.230793254216115,0.222187597382362,0.221478648820905,0.223908918406072,0.221415034744157,0.218789808917197,0,0,0,0,0,0,0,0,0,0,0,0.416851441241685,0.413968253968254,0.412683237731039,0.408990186767965,0.400997817274712,0.400251730648206,0.40668165756505,0.411708558701877,0.400879673264216,0.40725680325305,0.417725540025413,0,0,0,0,0,0,0,0,0,0
"9",0.986708860759494,0.986591830371063,0.987385682749921,0.987555839183152,1,0.988885360431883,0.988842843481033,1,1,0.986625194401244,0.989375,0.997764292558288,0,0,0,0,0,0,0,0,0,0,0,0,0.236933797909408,0.232499208108964,0.219987429289755,0.23074494949495,0.231469849246231,0.227529855436832,0.229503007280785,0.229780564263323,0.23531279771356,0.22743000943693,0.233089869799936,0,0,0,0,0,0,0,0,0,0,0,0,0.371510152284264,0.371346886912325,0.372741679873217,0.370662460567823,0.372775522947237,0.377237851662404,0.28731692115924,0.213426219126029,0.214128035320088,0.374014506464838,0.36828885400314,0.362795149968092,0,0,0,0,0,0,0,0,0,0,0,0,0.277441934457525,0.275497113534317,0.284076433121019,0.279503105590062,0.285021028793271,0.289333750390992,0.282574068174578,0.284603421461897,0.281299274676758,0.28503937007874,0.284685248982148,0,0,0,0,0,0,0,0,0,0.224170918367347,0.22807570977918,0.236733396885923,0.234370091109017,0.229497973183661,0.223533064265756,0.221474358974359,0.225409836065574,0.2271875,0.217488076311606,0,0,0,0,0,0,0,0,0,0,0,0.406200569440051,0.404761904761905,0.409047769693135,0.396142902307936,0.393237319974953,0.392365456821026,0.398142216527867,0.400127226463104,0.395618153364632,0.401179025752405,0.409336297237218,0,0,0,0,0,0,0,0,0,0
"10",0.999689440993789,0.999690114657577,0.999687890137328,0.999685237645578,0.986423943227399,0.9996875,0.998107852412488,0.98784289276808,0.986625194401244,1,0.996594427244582,0.987758945386064,0,0,0,0,0,0,0,0,0,0,0,0,0.228768411156377,0.228758169934641,0.220086794792312,0.225605966438782,0.229662077596996,0.221841941505912,0.227315247895229,0.222118959107807,0.23067370381869,0.225615456528514,0.227344490053679,0,0,0,0,0,0,0,0,0,0,0,0,0.366645846346034,0.369626608095387,0.369464230411892,0.366302652106084,0.370393310622484,0.37098804279421,0.285670166769611,0.212858926342072,0.213296398891967,0.369125427948957,0.364115277347381,0.3603125,0,0,0,0,0,0,0,0,0,0,0,0,0.277847702957835,0.28032942667089,0.283464566929134,0.278562653562654,0.285171102661597,0.284698608964451,0.28146524733876,0.287577639751553,0.286068879925535,0.287598116169545,0.281755915317559,0,0,0,0,0,0,0,0,0,0.22463768115942,0.225155279503106,0.233562930494678,0.232442510876321,0.225786551511413,0.22111801242236,0.219411950679734,0.224164845457384,0.224331051649035,0.21286660359508,0,0,0,0,0,0,0,0,0,0,0,0.412061888222292,0.406726876362504,0.407268170426065,0.402855369335816,0.397968605724838,0.398696866273658,0.403992395437262,0.405031446540881,0.394221808014911,0.403136531365314,0.411358644493254,0,0,0,0,0,0,0,0,0,0
